sphere_type,j,x,y,z,size
current,4,-1.889399,0.122661,2.052832,0.100000
current,5,-1.699322,-1.707850,0.871400,0.100000
current,6,1.024971,-1.170530,1.571085,0.100000
current,7,2.167988,-1.330948,1.851849,0.100000
current,8,-1.570463,1.900865,1.933729,0.100000
current,9,-0.095771,-1.896941,1.436391,0.100000
current,10,-1.536720,-1.544636,2.365499,0.100000
current,11,1.352184,-0.107085,2.208765,0.100000
current,12,1.772404,1.521451,1.178764,0.100000
current,13,1.767681,-0.463619,0.867780,0.100000
current,14,0.383156,0.363717,1.798941,0.100000
current,15,1.140943,-0.687231,3.114439,0.100000
current,16,1.112658,1.347646,2.556577,0.100000
current,17,-2.041212,-0.745487,1.502763,0.100000
current,18,-0.276859,-0.047656,3.008405,0.100000
current,19,-1.740626,1.716115,0.887110,0.100000
current,0,0.822114,0.491318,0.736560,0.100000
current,1,0.441594,1.626319,1.529284,0.100000
current,2,0.973103,-0.572534,1.763529,0.100000
current,3,-0.480667,0.543066,1.320181,0.100000
current,4,-1.889470,0.122846,2.052783,0.100000
current,5,-1.699381,-1.707880,0.871398,0.100000
current,6,1.029655,-1.166710,1.559175,0.100000
current,7,2.169152,-1.330664,1.852120,0.100000
current,8,-1.569644,1.900269,1.935983,0.100000
current,9,-0.095305,-1.896089,1.436959,0.100000
current,10,-1.536754,-1.544635,2.365500,0.100000
current,11,1.358422,-0.101842,2.209584,0.100000
current,12,1.772329,1.521385,1.178752,0.100000
current,13,1.763624,-0.464196,0.867493,0.100000
current,14,0.382805,0.363576,1.798694,0.100000
current,15,1.140198,-0.688153,3.114081,0.100000
current,16,1.112367,1.348143,2.556620,0.100000
current,17,-2.041018,-0.745390,1.502754,0.100000
current,18,-0.276943,-0.047635,3.008381,0.100000
current,19,-1.742767,1.722371,0.889446,0.100000
current,0,0.821934,0.489926,0.737216,0.100000
current,1,0.441546,1.625989,1.529172,0.100000
current,2,0.971814,-0.580317,1.787252,0.100000
current,3,-0.481402,0.543381,1.319291,0.100000
current,4,-1.889547,0.123017,2.052743,0.100000
current,5,-1.699429,-1.707913,0.871407,0.100000
current,6,1.033834,-1.162253,1.547079,0.100000
current,7,2.170230,-1.330380,1.852406,0.100000
current,8,-1.568809,1.899717,1.938246,0.100000
current,9,-0.094810,-1.895280,1.437545,0.100000
current,10,-1.536783,-1.544636,2.365504,0.100000
current,11,1.364668,-0.096423,2.210122,0.100000
current,12,1.772237,1.521317,1.178733,0.100000
current,13,1.759675,-0.464621,0.867356,0.100000
current,14,0.382489,0.363344,1.798412,0.100000
current,15,1.139525,-0.689014,3.113838,0.100000
current,16,1.112053,1.348667,2.556675,0.100000
current,17,-2.040828,-0.745298,1.502767,0.100000
current,18,-0.277036,-0.047603,3.008381,0.100000
current,19,-1.744797,1.728541,0.891930,0.100000
current,0,0.821733,0.488505,0.737910,0.100000
current,1,0.441506,1.625682,1.529085,0.100000
current,2,0.970962,-0.588526,1.810851,0.100000
current,3,-0.482121,0.543687,1.318452,0.100000
current,4,-1.889620,0.123195,2.052701,0.100000
current,5,-1.699460,-1.707946,0.871421,0.100000
current,6,1.037261,-1.157029,1.534634,0.100000
current,7,2.171244,-1.330122,1.852697,0.100000
current,8,-1.567942,1.899099,1.940490,0.100000
current,9,-0.094260,-1.894461,1.438164,0.100000
current,10,-1.536810,-1.544637,2.365507,0.100000
current,11,1.371009,-0.090894,2.210325,0.100000
current,12,1.772156,1.521268,1.178703,0.100000
current,13,1.756007,-0.464860,0.867299,0.100000
current,14,0.382186,0.363035,1.798075,0.100000
current,15,1.138944,-0.689792,3.113754,0.100000
current,16,1.111740,1.349189,2.556744,0.100000
current,17,-2.040640,-0.745202,1.502769,0.100000
current,18,-0.277139,-0.047560,3.008392,0.100000
current,19,-1.746757,1.734443,0.894243,0.100000
current,0,0.821550,0.487088,0.738652,0.100000
current,1,0.441467,1.625389,1.528997,0.100000
current,2,0.970816,-0.597204,1.834295,0.100000
current,3,-0.482825,0.544018,1.317649,0.100000
current,4,-1.889688,0.123359,2.052676,0.100000
current,5,-1.699482,-1.707974,0.871435,0.100000
current,6,1.040123,-1.150816,1.521801,0.100000
current,7,2.172170,-1.329916,1.852965,0.100000
current,8,-1.567075,1.898466,1.942600,0.100000
current,9,-0.093680,-1.893671,1.438781,0.100000
current,10,-1.536838,-1.544636,2.365501,0.100000
current,11,1.377303,-0.085251,2.210323,0.100000
current,12,1.772076,1.521216,1.178672,0.100000
current,13,1.752507,-0.464800,0.867356,0.100000
current,14,0.381903,0.362617,1.797712,0.100000
current,15,1.138492,-0.690492,3.113873,0.100000
current,16,1.111408,1.349711,2.556821,0.100000
current,17,-2.040454,-0.745098,1.502748,0.100000
current,18,-0.277241,-0.047509,3.008407,0.100000
current,19,-1.748722,1.740264,0.896414,0.100000
current,0,0.821358,0.485653,0.739416,0.100000
current,1,0.441456,1.625073,1.528899,0.100000
current,2,0.971522,-0.606407,1.857529,0.100000
current,3,-0.483505,0.544397,1.316879,0.100000
current,4,-1.889759,0.123522,2.052655,0.100000
current,5,-1.699506,-1.708007,0.871445,0.100000
current,6,1.042473,-1.143539,1.508771,0.100000
current,7,2.173008,-1.329737,1.853229,0.100000
current,8,-1.566180,1.897810,1.944648,0.100000
current,9,-0.093079,-1.892883,1.439431,0.100000
current,10,-1.536864,-1.544636,2.365495,0.100000
current,11,1.383446,-0.079555,2.210065,0.100000
current,12,1.772000,1.521170,1.178634,0.100000
current,13,1.749146,-0.464536,0.867445,0.100000
current,14,0.381667,0.362080,1.797283,0.100000
current,15,1.138133,-0.691089,3.114170,0.100000
current,16,1.111061,1.350234,2.556887,0.100000
current,17,-2.040287,-0.745003,1.502729,0.100000
current,18,-0.277347,-0.047441,3.008438,0.100000
current,19,-1.750686,1.745876,0.898550,0.100000
current,0,0.821166,0.484262,0.740172,0.100000
current,1,0.441446,1.624762,1.528791,0.100000
current,2,0.972771,-0.616012,1.880577,0.100000
current,3,-0.484155,0.544734,1.316146,0.100000
current,4,-1.889834,0.123696,2.052646,0.100000
current,5,-1.699527,-1.708040,0.871451,0.100000
current,6,1.044393,-1.135308,1.495832,0.100000
current,7,2.173777,-1.329627,1.853487,0.100000
current,8,-1.565276,1.897111,1.946666,0.100000
current,9,-0.092462,-1.892133,1.440077,0.100000
current,10,-1.536888,-1.544635,2.365490,0.100000
current,11,1.389490,-0.073879,2.209470,0.100000
current,12,1.771921,1.521133,1.178571,0.100000
current,13,1.745956,-0.464157,0.867538,0.100000
current,14,0.381505,0.361410,1.796849,0.100000
current,15,1.137916,-0.691549,3.114725,0.100000
current,16,1.110661,1.350795,2.556951,0.100000
current,17,-2.040098,-0.744899,1.502711,0.100000
current,18,-0.277445,-0.047363,3.008472,0.100000
current,19,-1.752577,1.751273,0.900649,0.100000
current,0,0.820963,0.482912,0.740941,0.100000
current,1,0.441429,1.624472,1.528694,0.100000
current,2,0.974627,-0.626029,1.903407,0.100000
current,3,-0.484782,0.545082,1.315447,0.100000
current,4,-1.889916,0.123856,2.052632,0.100000
current,5,-1.699555,-1.708065,0.871457,0.100000
current,6,1.045992,-1.126089,1.483222,0.100000
current,7,2.174462,-1.329539,1.853717,0.100000
current,8,-1.564396,1.896383,1.948638,0.100000
current,9,-0.091799,-1.891412,1.440729,0.100000
current,10,-1.536912,-1.544641,2.365481,0.100000
current,11,1.395485,-0.068279,2.208572,0.100000
current,12,1.771849,1.521109,1.178501,0.100000
current,13,1.743025,-0.463621,0.867639,0.100000
current,14,0.381380,0.360587,1.796374,0.100000
current,15,1.137825,-0.691871,3.115469,0.100000
current,16,1.110259,1.351336,2.557020,0.100000
current,17,-2.039915,-0.744797,1.502706,0.100000
current,18,-0.277545,-0.047278,3.008512,0.100000
current,19,-1.754394,1.756549,0.902679,0.100000
current,0,0.820755,0.481611,0.741694,0.100000
current,1,0.441411,1.624165,1.528587,0.100000
current,2,0.976926,-0.636421,1.926028,0.100000
current,3,-0.485378,0.545442,1.314737,0.100000
current,4,-1.890005,0.124008,2.052622,0.100000
current,5,-1.699582,-1.708092,0.871454,0.100000
current,6,1.047044,-1.115880,1.470979,0.100000
current,7,2.175065,-1.329496,1.853890,0.100000
current,8,-1.563538,1.895643,1.950566,0.100000
current,9,-0.091106,-1.890714,1.441392,0.100000
current,10,-1.536946,-1.544647,2.365471,0.100000
current,11,1.401182,-0.062822,2.207363,0.100000
current,12,1.771774,1.521093,1.178442,0.100000
current,13,1.740372,-0.462970,0.867783,0.100000
current,14,0.381296,0.359625,1.795850,0.100000
current,15,1.137814,-0.692001,3.116424,0.100000
current,16,1.109838,1.351908,2.557095,0.100000
current,17,-2.039743,-0.744714,1.502702,0.100000
current,18,-0.277652,-0.047189,3.008563,0.100000
current,19,-1.756076,1.761554,0.904678,0.100000
current,0,0.820556,0.480385,0.742413,0.100000
current,1,0.441387,1.623854,1.528488,0.100000
current,2,0.979973,-0.647089,1.948432,0.100000
current,3,-0.485961,0.545819,1.314066,0.100000
current,4,-1.890085,0.124147,2.052615,0.100000
current,5,-1.699611,-1.708124,0.871448,0.100000
current,6,1.047529,-1.104650,1.459169,0.100000
current,7,2.175567,-1.329518,1.853981,0.100000
current,8,-1.562714,1.894875,1.952455,0.100000
current,9,-0.090381,-1.890022,1.442061,0.100000
current,10,-1.536977,-1.544653,2.365462,0.100000
current,11,1.406712,-0.057462,2.205952,0.100000
current,12,1.771709,1.521091,1.178382,0.100000
current,13,1.738063,-0.462162,0.867913,0.100000
current,14,0.381230,0.358497,1.795301,0.100000
current,15,1.137910,-0.691937,3.117614,0.100000
current,16,1.109429,1.352478,2.557176,0.100000
current,17,-2.039576,-0.744637,1.502691,0.100000
current,18,-0.277785,-0.047084,3.008635,0.100000
current,19,-1.757650,1.766425,0.906651,0.100000
current,0,0.820362,0.479214,0.743080,0.100000
current,1,0.441372,1.623542,1.528383,0.100000
current,2,0.983462,-0.658011,1.970647,0.100000
current,3,-0.486525,0.546185,1.313423,0.100000
current,4,-1.890160,0.124287,2.052621,0.100000
current,5,-1.699632,-1.708156,0.871445,0.100000
current,6,1.047645,-1.092507,1.448144,0.100000
current,7,2.175976,-1.329604,1.854009,0.100000
current,8,-1.561872,1.894117,1.954324,0.100000
current,9,-0.089654,-1.889341,1.442757,0.100000
current,10,-1.537006,-1.544650,2.365453,0.100000
current,11,1.411957,-0.052219,2.204309,0.100000
current,12,1.771646,1.521093,1.178312,0.100000
current,13,1.736019,-0.461314,0.868006,0.100000
current,14,0.381210,0.357212,1.794826,0.100000
current,15,1.138119,-0.691728,3.119116,0.100000
current,16,1.109014,1.353038,2.557254,0.100000
current,17,-2.039400,-0.744545,1.502679,0.100000
current,18,-0.277907,-0.046976,3.008703,0.100000
current,19,-1.759207,1.771159,0.908614,0.100000
current,0,0.820177,0.478080,0.743733,0.100000
current,1,0.441364,1.623209,1.528281,0.100000
current,2,0.987592,-0.669135,1.992652,0.100000
current,3,-0.487040,0.546563,1.312812,0.100000
current,4,-1.890238,0.124434,2.052623,0.100000
current,5,-1.699651,-1.708184,0.871442,0.100000
current,6,1.047194,-1.079689,1.437645,0.100000
current,7,2.176310,-1.329705,1.853937,0.100000
current,8,-1.561062,1.893332,1.956106,0.100000
current,9,-0.088881,-1.888700,1.443402,0.100000
current,10,-1.537040,-1.544646,2.365443,0.100000
current,11,1.416832,-0.047089,2.202310,0.100000
current,12,1.771567,1.521107,1.178231,0.100000
current,13,1.734322,-0.460332,0.868080,0.100000
current,14,0.381260,0.355851,1.794330,0.100000
current,15,1.138426,-0.691407,3.120889,0.100000
current,16,1.108586,1.353588,2.557336,0.100000
current,17,-2.039225,-0.744460,1.502666,0.100000
current,18,-0.278050,-0.046847,3.008781,0.100000
current,19,-1.760695,1.775766,0.910574,0.100000
current,0,0.819983,0.477039,0.744303,0.100000
current,1,0.441355,1.622873,1.528170,0.100000
current,2,0.992405,-0.680352,2.014470,0.100000
current,3,-0.487483,0.546957,1.312251,0.100000
current,4,-1.890308,0.124567,2.052625,0.100000
current,5,-1.699659,-1.708211,0.871446,0.100000
current,6,1.046432,-1.066090,1.427970,0.100000
current,7,2.176581,-1.329870,1.853794,0.100000
current,8,-1.560253,1.892550,1.957866,0.100000
current,9,-0.088043,-1.888030,1.444062,0.100000
current,10,-1.537070,-1.544642,2.365434,0.100000
current,11,1.421556,-0.042238,2.200233,0.100000
current,12,1.771486,1.521120,1.178136,0.100000
current,13,1.732907,-0.459280,0.868094,0.100000
current,14,0.381373,0.354339,1.793875,0.100000
current,15,1.138846,-0.690902,3.122853,0.100000
current,16,1.108148,1.354160,2.557434,0.100000
current,17,-2.039052,-0.744367,1.502656,0.100000
current,18,-0.278174,-0.046725,3.008846,0.100000
current,19,-1.762122,1.780138,0.912463,0.100000
current,0,0.819783,0.476110,0.744805,0.100000
current,1,0.441336,1.622540,1.528068,0.100000
current,2,0.997608,-0.691300,2.035794,0.100000
current,3,-0.487892,0.547331,1.311737,0.100000
current,4,-1.890385,0.124694,2.052627,0.100000
current,5,-1.699666,-1.708241,0.871451,0.100000
current,6,1.045377,-1.051895,1.419097,0.100000
current,7,2.176767,-1.330092,1.853563,0.100000
current,8,-1.559453,1.891789,1.959557,0.100000
current,9,-0.087139,-1.887370,1.444716,0.100000
current,10,-1.537097,-1.544638,2.365426,0.100000
current,11,1.426007,-0.037606,2.197905,0.100000
current,12,1.771398,1.521132,1.178040,0.100000
current,13,1.731814,-0.458205,0.867954,0.100000
current,14,0.381550,0.352771,1.793451,0.100000
current,15,1.139385,-0.690214,3.125076,0.100000
current,16,1.107714,1.354749,2.557531,0.100000
current,17,-2.038864,-0.744283,1.502635,0.100000
current,18,-0.278290,-0.046576,3.008912,0.100000
current,19,-1.763472,1.784413,0.914308,0.100000
current,0,0.819559,0.475255,0.745257,0.100000
current,1,0.441333,1.622186,1.527975,0.100000
current,2,1.003023,-0.702036,2.056476,0.100000
current,3,-0.488306,0.547727,1.311269,0.100000
current,4,-1.890455,0.124811,2.052641,0.100000
current,5,-1.699672,-1.708267,0.871455,0.100000
current,6,1.044116,-1.037166,1.411184,0.100000
current,7,2.176910,-1.330376,1.853235,0.100000
current,8,-1.558678,1.891047,1.961189,0.100000
current,9,-0.086217,-1.886735,1.445328,0.100000
current,10,-1.537121,-1.544635,2.365419,0.100000
current,11,1.430124,-0.033278,2.195408,0.100000
current,12,1.771323,1.521161,1.177936,0.100000
current,13,1.731111,-0.457107,0.867677,0.100000
current,14,0.381652,0.351105,1.793017,0.100000
current,15,1.139980,-0.689315,3.127477,0.100000
current,16,1.107302,1.355309,2.557642,0.100000
current,17,-2.038683,-0.744191,1.502606,0.100000
current,18,-0.278427,-0.046428,3.008996,0.100000
current,19,-1.764753,1.788503,0.916050,0.100000
current,0,0.819317,0.474477,0.745676,0.100000
current,1,0.441343,1.621829,1.527860,0.100000
current,2,1.008791,-0.712542,2.076476,0.100000
current,3,-0.488743,0.548184,1.310790,0.100000
current,4,-1.890521,0.124914,2.052653,0.100000
current,5,-1.699659,-1.708291,0.871466,0.100000
current,6,1.042784,-1.022148,1.404177,0.100000
current,7,2.176979,-1.330660,1.852823,0.100000
current,8,-1.557939,1.890276,1.962805,0.100000
current,9,-0.085256,-1.886119,1.445929,0.100000
current,10,-1.537143,-1.544632,2.365413,0.100000
current,11,1.433960,-0.029178,2.192702,0.100000
current,12,1.771260,1.521198,1.177824,0.100000
current,13,1.730690,-0.456000,0.867325,0.100000
current,14,0.381715,0.349416,1.792637,0.100000
current,15,1.140588,-0.688226,3.130072,0.100000
current,16,1.106889,1.355863,2.557768,0.100000
current,17,-2.038515,-0.744107,1.502581,0.100000
current,18,-0.278559,-0.046278,3.009073,0.100000
current,19,-1.765979,1.792539,0.917833,0.100000
current,0,0.819089,0.473790,0.746048,0.100000
current,1,0.441351,1.621458,1.527746,0.100000
current,2,1.014991,-0.722709,2.095888,0.100000
current,3,-0.489169,0.548620,1.310326,0.100000
current,4,-1.890581,0.125012,2.052667,0.100000
current,5,-1.699655,-1.708311,0.871479,0.100000
current,6,1.041184,-1.007126,1.397960,0.100000
current,7,2.177042,-1.330986,1.852289,0.100000
current,8,-1.557160,1.889532,1.964363,0.100000
current,9,-0.084256,-1.885512,1.446514,0.100000
current,10,-1.537159,-1.544629,2.365397,0.100000
current,11,1.437475,-0.025322,2.189878,0.100000
current,12,1.771196,1.521230,1.177717,0.100000
current,13,1.730566,-0.454940,0.866811,0.100000
current,14,0.381777,0.347719,1.792322,0.100000
current,15,1.141248,-0.686992,3.132864,0.100000
current,16,1.106484,1.356389,2.557878,0.100000
current,17,-2.038361,-0.744027,1.502561,0.100000
current,18,-0.278693,-0.046133,3.009142,0.100000
current,19,-1.767184,1.796453,0.919530,0.100000
current,0,0.818884,0.473202,0.746392,0.100000
current,1,0.441366,1.621092,1.527622,0.100000
current,2,1.021596,-0.732543,2.114680,0.100000
current,3,-0.489571,0.549075,1.309852,0.100000
current,4,-1.890643,0.125102,2.052679,0.100000
current,5,-1.699642,-1.708341,0.871489,0.100000
current,6,1.039495,-0.992182,1.392578,0.100000
current,7,2.177047,-1.331377,1.851667,0.100000
current,8,-1.556392,1.888776,1.965871,0.100000
current,9,-0.083231,-1.884926,1.447057,0.100000
current,10,-1.537173,-1.544626,2.365383,0.100000
current,11,1.440635,-0.021756,2.186942,0.100000
current,12,1.771136,1.521267,1.177613,0.100000
current,13,1.730729,-0.453910,0.866229,0.100000
current,14,0.381827,0.346046,1.792077,0.100000
current,15,1.141981,-0.685587,3.135854,0.100000
current,16,1.106064,1.356901,2.558006,0.100000
current,17,-2.038209,-0.743959,1.502543,0.100000
current,18,-0.278810,-0.045999,3.009203,0.100000
current,19,-1.768319,1.800247,0.921181,0.100000
current,0,0.818684,0.472706,0.746687,0.100000
current,1,0.441390,1.620727,1.527513,0.100000
current,2,1.028437,-0.741991,2.132816,0.100000
current,3,-0.489952,0.549511,1.309413,0.100000
current,4,-1.890713,0.125198,2.052698,0.100000
current,5,-1.699633,-1.708373,0.871502,0.100000
current,6,1.037812,-0.977600,1.387876,0.100000
current,7,2.177022,-1.331766,1.850942,0.100000
current,8,-1.555618,1.888034,1.967362,0.100000
current,9,-0.082173,-1.884314,1.447592,0.100000
current,10,-1.537188,-1.544638,2.365373,0.100000
current,11,1.443517,-0.018421,2.184028,0.100000
current,12,1.771084,1.521298,1.177517,0.100000
current,13,1.731207,-0.452770,0.865509,0.100000
current,14,0.381850,0.344406,1.791944,0.100000
current,15,1.142746,-0.684011,3.139007,0.100000
current,16,1.105634,1.357381,2.558134,0.100000
current,17,-2.038034,-0.743893,1.502543,0.100000
current,18,-0.278916,-0.045870,3.009255,0.100000
current,19,-1.769469,1.803947,0.922815,0.100000
current,0,0.818482,0.472282,0.746921,0.100000
current,1,0.441405,1.620364,1.527407,0.100000
current,2,1.035364,-0.751402,2.150325,0.100000
current,3,-0.490321,0.549936,1.309001,0.100000
current,4,-1.890787,0.125289,2.052716,0.100000
current,5,-1.699619,-1.708405,0.871520,0.100000
current,6,1.036002,-0.963234,1.383819,0.100000
current,7,2.176924,-1.332184,1.850154,0.100000
current,8,-1.554860,1.887283,1.968807,0.100000
current,9,-0.081064,-1.883709,1.448107,0.100000
current,10,-1.537201,-1.544649,2.365364,0.100000
current,11,1.446088,-0.015391,2.181158,0.100000
current,12,1.771033,1.521333,1.177424,0.100000
